PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P09388,Chrompet,1296,26-12-2006,145,2.0,1.0,4,AbNormal,Yes,03-01-1976,Others,ELO,Paved,RM,3.6,2.3,4.4,3.32,316982,135849,11320770
P02362,Karapakkam,1128,17-10-2011,179,1.0,1.0,3,AbNormal,No,20-10-1997,House,ELO,No Access,C,3.5,4.1,4.1,3.92,147408,69098,4606500
P08723,Adyar,1155,09-09-2007,150,1.0,1.0,3,Family,No,14-09-1984,Commercial,ELO,No Access,RM,2.3,2.3,5.0,3.65,457917,134681,13468145
P09283,Anna Nagar,1599,01-02-2007,175,1.0,1.0,4,AdjLand,No,06-02-1988,House,NoSeWa,Gravel,RM,3.2,4.9,4.6,4.185,335700,167850,12911530
P07976,Anna Nagar,1626,05-06-2008,27,1.0,1.0,4,Family,Yes,15-06-1970,Others,ELO,Gravel,RH,3.8,3.5,4.5,4.005,513516,192568,12837890
P08362,Velachery,1972,29-01-2008,194,3.0,2.0,5,Family,No,01-02-1994,House,NoSewr ,No Access,RM,2.9,2.2,4.9,3.19,370175,92544,10282630
P07479,Chrompet,733,27-10-2008,156,1.0,1.0,2,AdjLand,No,02-11-1985,House,AllPub,Gravel,RH,3.1,4.3,3.2,3.61,226915,65879,7319850
P09425,Velachery,1536,12-12-2006,65,2.0,1.0,4,AdjLand,No,24-12-1957,House,ELO,No Access,RH,5.0,4.7,4.3,4.66,232346,67455,7495030
P06675,Chrompet,1164,28-06-2009,192,1.0,1.0,3,AbNormal,No,08-07-1970,Commercial,NoSewr ,Paved,RL,2.4,4.7,4.2,3.86,424830,154484,12873650
P08954,T Nagar,1519,06-06-2007,115,1.0,1.0,4,Family,Yes,15-06-1969,Commercial,NoSewr ,No Access,RM,3.3,4.8,4.7,,654117,127189,18169910
P08803,Velachery,1727,12-08-2007,5,2.0,1.0,4,AdjLand,No,24-08-1957,Commercial,NoSewr ,Gravel,C,3.5,2.8,4.6,3.52,491421,225788,13281650
P00025,T Nagar,1946,06-02-2015,49,2.0,1.0,5,Partial,Yes,16-02-1975,Commercial,ELO,Paved,RL,4.0,2.8,3.1,3.295,746538,213297,21329650
P00413,Chrompet,966,04-05-2014,2,1.0,1.0,3,Normal Sale,No,05-05-2009,House,AllPub,Gravel,RL,4.4,3.6,3.2,3.72,223814,62668,8952550
P09037,Anna Nagar,1816,06-05-2007,131,2.0,1.0,5,Partial,No,10-05-1989,Others,ELO,No Access,RM,4.2,4.6,4.6,4.46,411532,92927,13275240
P00615,Chrompet,1026,25-11-2013,189,1.0,1.0,3,Partial,Yes,29-11-1997,Commercial,AllPub,Gravel,RM,2.0,3.7,5.0,3.58,426348,113693,14211600
P07514,KK Nagar,1997,17-10-2008,58,3.0,2.0,5,AdjLand,Yes,21-10-1993,Commercial,NoSeWa,Paved,RH,3.1,3.2,2.1,2.73,625841,345860,16469500
P04727,Velachery,1740,09-07-2010,14,2.0,1.0,4,AbNormal,Yes,12-07-1996,Commercial,ELO,No Access,RM,2.5,3.9,4.0,3.58,532885,188077,15673080
P06167,Karapakkam,1368,10-10-2009,144,2.0,2.0,4,Family,No,19-10-1972,House,AllPub,Paved,RH,2.5,2.1,2.6,2.42,311639,108396,6774750
P07381,KK Nagar,1726,02-12-2008,112,2.0,1.0,4,AdjLand,No,09-12-1980,Commercial,NoSeWa,Paved,RM,4.8,3.8,5.0,4.58,554636,299803,14990160
P09684,Velachery,1950,02-03-2006,126,3.0,2.0,5,AbNormal,Yes,05-03-1995,House,ELO,Gravel,RH,3.3,3.0,3.7,3.29,392615,78523,11217570
P05536,Karapakkam,591,06-02-2010,106,1.0,1.0,2,AbNormal,Yes,14-02-1979,Commercial,NoSeWa,No Access,RL,2.9,3.2,4.0,3.43,228552,164272,7142250
P04358,Chrompet,948,16-09-2010,132,1.0,1.0,3,AbNormal,No,21-09-1988,Others,NoSeWa,Gravel,RH,2.8,3.7,2.2,2.98,244778,122389,8159260
P07704,Chrompet,1063,28-08-2008,43,1.0,1.0,3,Partial,No,29-08-2004,House,NoSeWa,Gravel,RH,2.3,4.3,4.2,3.67,271108,131446,8215400
P04483,Adyar,678,22-08-2010,3,1.0,1.0,2,AbNormal,Yes,29-08-1981,House,ELO,Paved,A,3.3,4.0,4.7,4.14,195794,48949,5438735
P08665,Adyar,1282,29-09-2007,164,2.0,2.0,4,AbNormal,Yes,05-10-1980,Others,ELO,Gravel,A,3.6,4.5,2.9,3.43,362763,37206,9301605
P06068,Velachery,1767,29-10-2009,174,2.0,1.0,4,Family,No,04-11-1986,Commercial,AllPub,No Access,I,2.2,2.4,3.5,2.68,390758,182354,13025260
P02223,Chrompet,1033,12-11-2011,4,1.0,1.0,3,Partial,No,19-11-1983,Commercial,NoSeWa,No Access,RM,4.2,2.5,4.7,3.67,304689,117188,11718800
P07945,Chrompet,1195,14-06-2008,82,1.0,1.0,3,Family,Yes,21-06-1980,Commercial,ELO,Gravel,RL,4.2,3.2,4.6,3.92,392974,58218,14554600
P05729,Adyar,952,03-01-2010,167,1.0,1.0,3,Partial,No,09-01-1987,Commercial,NoSewr ,Gravel,C,3.5,4.7,4.1,4.04,422082,158281,10552045
P08293,Adyar,981,25-02-2008,23,1.0,1.0,3,Normal Sale,No,26-02-2003,Commercial,NoSewr ,No Access,RH,3.9,3.3,2.4,3.03,400221,148653,11434875
P01928,Adyar,1178,13-01-2012,121,1.0,1.0,3,AdjLand,Yes,17-01-1993,House,ELO,Paved,C,3.0,4.8,3.2,3.46,302357,51833,8638785
P09616,Velachery,1879,04-07-2006,145,3.0,2.0,5,AbNormal,Yes,12-07-1972,House,AllPub,No Access,RM,4.6,3.7,3.3,3.81,349447,76442,10920230
P05413,Adyar,873,28-02-2010,11,1.0,1.0,3,AbNormal,Yes,03-03-1998,Commercial,NoSeWa,Paved,RL,4.8,2.9,2.6,3.32,453261,163678,12590580
P01649,Velachery,1707,03-03-2012,48,2.0,1.0,4,Family,No,12-03-1977,House,AllPub,Gravel,RH,2.0,3.2,5.0,3.44,337629,136877,9125100
P04599,Chrompet,912,03-08-2010,199,1.0,1.0,3,Family,Yes,09-08-1984,Commercial,AllPub,Paved,RH,4.7,3.4,2.6,3.55,359082,173750,11583300
P04406,Chrompet,765,08-09-2010,22,1.0,1.0,2,Partial,No,13-09-1990,House,NoSewr ,No Access,RH,3.7,3.5,4.8,3.95,166373,74581,5737000
P08564,Chrompet,970,06-11-2007,152,1.0,1.0,3,Partial,Yes,10-11-1990,House,ELO,No Access,RH,3.0,4.4,3.3,3.65,216449,67174,7463750
P09663,Velachery,1717,10-04-2006,26,2.0,1.0,4,Normal Sale,No,17-04-1979,House,NoSeWa,No Access,I,2.7,2.4,2.1,2.39,221097,58959,7369890
P04085,Velachery,1865,11-11-2010,157,3.0,2.0,5,Family,No,24-11-1956,Commercial,NoSewr ,Paved,RM,4.8,2.2,4.9,3.66,619987,294494,15499680
P04001,Karapakkam,762,26-11-2010,87,1.0,1.0,2,Normal Sale,Yes,08-12-1961,House,NoSewr ,Gravel,RM,4.2,2.7,3.7,3.55,268651,161191,7675750
P01467,T Nagar,1920,19-04-2012,166,2.0,1.0,5,AbNormal,No,24-04-1993,Others,ELO,Gravel,RL,2.0,4.4,2.8,2.96,550566,159374,14488580
P00938,T Nagar,1618,19-04-2013,91,1.0,1.0,4,Partial,No,21-04-2004,Others,AllPub,Paved,RH,2.5,4.3,2.5,2.95,309884,119186,11918620
P04314,Karapakkam,1409,23-09-2010,191,2.0,2.0,4,Family,Yes,25-09-2002,Others,NoSeWa,Paved,RH,3.7,2.1,5.0,3.74,379556,79442,8826875
P00448,Anna Nagar,1724,09-04-2014,66,1.0,1.0,4,AbNormal,Yes,20-04-1971,House,NoSeWa,Gravel,RH,2.0,4.8,4.4,3.66,406008,233762,12303260
P01880,Karapakkam,1332,22-01-2012,146,1.0,1.0,3,Normal Sale,No,31-01-1975,Commercial,NoSewr ,Paved,RM,4.6,2.7,4.3,3.91,449430,235951,11235750
P07846,KK Nagar,1933,15-07-2008,186,3.0,2.0,5,Partial,No,21-07-1986,Commercial,NoSeWa,Gravel,RL,3.7,2.6,3.2,3.17,572732,247668,15479240
P03264,Chrompet,990,24-04-2011,11,1.0,1.0,3,Partial,No,26-04-2000,House,NoSeWa,No Access,RL,2.6,3.5,4.2,3.44,197161,124138,7302250
P09107,Velachery,1827,04-04-2007,182,3.0,2.0,5,AdjLand,No,11-04-1978,Commercial,ELO,Paved,RH,2.6,3.0,3.7,3.11,592747,296374,14818680
P04195,Velachery,1527,19-10-2010,17,2.0,1.0,4,Family,No,27-10-1978,Commercial,AllPub,No Access,RH,4.2,3.5,5.0,4.13,437342,121484,12148390
P03014,Karapakkam,1301,14-06-2011,40,1.0,1.0,3,Normal Sale,No,22-06-1978,Others,AllPub,No Access,RH,3.7,4.1,3.7,3.82,308206,140703,6700125
P00908,Chrompet,921,10-05-2013,71,1.0,1.0,3,AbNormal,Yes,11-05-2008,House,AllPub,Gravel,RM,2.1,3.2,4.1,3.14,278331,175245,10308550
P05371,Chrompet,980,08-03-2010,90,1.0,1.0,3,Family,Yes,14-03-1985,Commercial,NoSeWa,Paved,RH,4.3,3.2,2.1,3.2,308031,189558,11847350
P01326,Anna Nagar,1919,07-08-2012,98,2.0,1.0,5,Partial,No,18-08-1968,House,NoSewr ,Paved,RH,4.4,4.8,4.7,4.62,325385,174313,11620880
P01979,KK Nagar,1526,04-01-2012,64,2.0,1.0,4,Normal Sale,Yes,09-01-1990,Commercial,AllPub,Paved,RH,4.1,3.8,4.5,4.17,518512,327481,13645040
P04593,Anna Nagar,1689,04-08-2010,29,1.0,1.0,4,AdjLand,No,11-08-1980,Commercial,NoSewr ,No Access,RL,3.7,4.5,4.8,4.34,650601,167297,18588600
P06253,Karapakkam,757,28-09-2009,123,1.0,1.0,2,Partial,Yes,07-10-1972,Commercial,AllPub,Paved,RM,3.3,3.4,3.6,3.45,445643,136421,9094750
P08541,Adyar,1169,13-11-2007,145,1.0,1.0,3,AbNormal,Yes,23-11-1967,Commercial,NoSewr ,Gravel,RL,3.7,2.3,3.5,3.32,558323,135808,15089800
P04929,Karapakkam,1500,01-06-2010,30,2.0,2.0,4,AdjLand,No,03-06-2003,Others,NoSewr ,No Access,RL,4.5,2.8,2.2,3.07,273528,85478,8547750
P06977,Velachery,1800,01-04-2009,88,2.0,1.0,4,Partial,No,08-04-1981,Commercial,ELO,Gravel,RM,2.8,4.9,4.7,4.32,550487,298836,15728210
P04844,Adyar,921,19-06-2010,94,1.0,1.0,3,Partial,No,24-06-1991,Commercial,NoSewr ,No Access,A,3.1,3.9,3.9,3.66,342351,25676,8558785
P00629,Anna Nagar,1611,21-11-2013,144,1.0,1.0,4,Partial,Yes,22-11-2008,Others,NoSeWa,Paved,RM,3.2,3.7,2.9,3.205,432288,209172,13944780
P04648,Karapakkam,915,25-07-2010,25,1.0,1.0,3,Partial,No,05-08-1967,Commercial,AllPub,No Access,C,3.0,5.0,2.2,3.28,287054,105449,5858250
P05081,KK Nagar,1689,04-05-2010,36,2.0,1.0,4,Partial,Yes,08-05-1992,Others,NoSeWa,Paved,RM,3.9,4.6,2.9,3.71,538461,157051,11217940
P08367,Anna Nagar,1950,27-01-2008,48,2.0,1.0,5,Normal Sale,No,05-02-1970,Others,NoSewr ,No Access,RM,4.7,2.7,4.4,4.08,449090,112272,14034060
P05094,T Nagar,1903,03-05-2010,5,2.0,1.0,5,Normal Sale,No,10-05-1982,Others,NoSeWa,No Access,RM,5.0,4.5,2.8,3.885,502322,265115,13953400
P04303,Chrompet,1127,27-09-2010,190,1.0,1.0,3,AdjLand,Yes,06-10-1974,House,NoSewr ,Paved,RL,4.5,4.7,2.1,3.86,291054,126123,9701800
P03132,Karapakkam,1241,20-05-2011,50,1.0,1.0,3,Partial,Yes,30-05-1970,Others,ELO,Paved,RH,2.0,4.8,3.4,3.4,332983,140593,7399625
P03787,Adyar,693,11-01-2011,69,1.0,1.0,2,Normal Sale,No,13-01-2003,House,NoSewr ,Gravel,RL,2.7,4.6,3.3,3.38,320549,88151,8013720
P02425,KK Nagar,2472,07-10-2011,23,4.0,2.0,6,Normal Sale,Yes,11-10-1995,House,AllPub,Paved,RH,2.8,2.6,4.5,3.42,478917,122799,12279920
P01932,KK Nagar,1759,13-01-2012,104,2.0,1.0,4,Family,No,15-01-2001,Others,NoSeWa,Gravel,RL,3.0,4.1,3.7,3.61,510010,95627,10625200
P05373,Velachery,1956,07-03-2010,141,3.0,2.0,5,AdjLand,Yes,18-03-1966,House,AllPub,No Access,I,4.7,3.4,3.8,3.85,297316,67136,9590830
P09766,Velachery,1677,02-09-2005,62,2.0,1.0,4,Family,Yes,10-09-1972,Others,NoSewr ,No Access,C,4.5,2.7,3.1,3.27,310467,167820,8391010
P06142,KK Nagar,1891,14-10-2009,170,3.0,2.0,5,Family,Yes,20-10-1984,Commercial,AllPub,Gravel,RH,4.7,2.5,4.8,4.08,739547,353696,16077100
P01148,Chrompet,1064,28-11-2012,120,1.0,1.0,3,Partial,Yes,05-12-1985,Others,ELO,Gravel,RL,4.3,2.2,4.8,3.61,308634,69692,9955930
P05897,KK Nagar,1563,03-12-2009,122,2.0,1.0,4,AbNormal,No,08-12-1990,Commercial,NoSeWa,Paved,RM,5.0,5.0,2.7,4.08,429046,221443,13840180
P04618,Adyar,789,30-07-2010,197,1.0,1.0,2,AdjLand,Yes,05-08-1985,Commercial,ELO,No Access,RH,2.3,4.5,2.8,2.99,412806,74093,10584775
P05289,Karapakkam,1686,24-03-2010,41,2.0,2.0,4,Normal Sale,No,31-03-1982,House,AllPub,No Access,I,3.1,2.3,2.8,2.74,259662,119844,6658000
P01266,T Nagar,1858,16-09-2012,156,2.0,1.0,5,AbNormal,Yes,22-09-1988,House,AllPub,No Access,RH,4.6,4.3,5.0,4.705,330086,228521,12695630
P03957,Velachery,1682,05-12-2010,166,2.0,1.0,4,AdjLand,No,14-12-1975,House,AllPub,Paved,I,4.5,3.0,2.9,3.35,320137,151644,8424650
P08596,Velachery,1915,27-10-2007,99,3.0,2.0,5,AbNormal,No,03-11-1977,House,NoSewr ,No Access,A,2.7,2.4,3.4,2.78,230929,97970,6997850
P09812,Velachery,1559,20-05-2005,110,2.0,1.0,4,Partial,No,01-06-1957,Others,AllPub,Paved,C,4.2,5.0,3.3,4.29,296776,74194,7419410
P07078,KK Nagar,1507,04-03-2009,76,2.0,1.0,4,Normal Sale,Yes,10-03-1985,House,NoSeWa,Paved,RL,4.4,4.3,3.3,3.93,481104,230930,9622080
P05333,Karapakkam,948,15-03-2010,76,1.0,1.0,3,Partial,No,17-03-2001,Others,ELO,Paved,C,4.7,2.0,3.1,3.25,187198,88673,4926250
P07664,KK Nagar,1536,08-09-2008,122,2.0,1.0,4,Normal Sale,Yes,10-09-2000,Others,AllPub,Gravel,RH,2.3,4.9,2.4,3.12,406831,117767,10706080
P03803,Velachery,1581,08-01-2011,167,2.0,1.0,4,AbNormal,Yes,12-01-1996,House,NoSeWa,No Access,C,5.0,4.6,2.3,4.01,310536,131978,7763400
P03007,Karapakkam,1299,15-06-2011,114,1.0,1.0,3,AdjLand,No,26-06-1965,Commercial,NoSewr ,Paved,I,3.0,4.7,2.4,3.27,336186,177432,9338500
P06628,T Nagar,1908,11-07-2009,123,2.0,1.0,5,AdjLand,No,13-07-2001,Others,AllPub,Gravel,RL,2.5,2.8,2.2,2.44,443039,168049,15277200
P05571,Velachery,1581,01-02-2010,140,2.0,1.0,4,Family,Yes,04-02-2000,Commercial,AllPub,No Access,I,4.5,4.3,4.8,4.5,534248,267124,13356200
P09513,Chrompet,1031,30-10-2006,42,1.0,1.0,3,AdjLand,No,02-11-1992,Commercial,AllPub,Gravel,RH,2.9,4.8,3.9,3.96,329402,215378,12669300
P01767,KK Nagar,1420,11-02-2012,161,2.0,1.0,4,Normal Sale,No,16-02-1992,Commercial,AllPub,Gravel,RM,4.4,4.0,4.1,4.16,607130,234573,13798400
P02583,Velachery,1542,07-09-2011,144,2.0,1.0,4,AdjLand,No,09-09-2000,House,AllPub,Paved,RM,4.3,2.7,2.7,3.1,386012,132057,10158220
P02455,Velachery,1861,01-10-2011,107,3.0,2.0,5,AbNormal,No,03-10-2001,Commercial,NoSeWa,Paved,RL,3.6,5.0,3.7,4.26,521195,268495,15793800
P07082,Adyar,833,02-03-2009,87,1.0,1.0,3,Partial,No,11-03-1975,Commercial,AllPub,Gravel,RL,3.1,4.6,2.2,2.95,338412,112804,11280410
P09808,Velachery,1718,30-05-2005,57,2.0,1.0,4,Family,No,01-06-1999,Commercial,AllPub,No Access,A,2.2,3.0,2.9,2.77,357415,250190,11913820
P03529,Chrompet,1149,08-03-2011,52,1.0,1.0,3,AdjLand,No,09-03-2006,Commercial,AllPub,Paved,RL,2.6,3.3,2.5,2.85,398296,233484,13734350
P07864,Adyar,711,09-07-2008,63,1.0,1.0,2,Partial,Yes,15-07-1987,Commercial,AllPub,No Access,C,2.8,3.0,2.8,2.84,268634,109133,8394815
P09890,Velachery,1572,01-12-2004,95,2.0,1.0,4,AbNormal,No,09-12-1974,Commercial,NoSewr ,No Access,RM,4.6,5.0,3.3,4.39,504218,177158,13627500
P03276,Velachery,1819,21-04-2011,190,3.0,2.0,5,Partial,No,29-04-1976,Others,NoSewr ,Paved,C,3.0,2.6,2.6,2.7,310069,175985,8380250
P03252,Karapakkam,1671,25-04-2011,15,2.0,2.0,4,Partial,No,02-05-1983,House,AllPub,No Access,I,2.8,2.5,3.1,2.83,191685,153348,6389500
P07089,KK Nagar,2329,01-03-2009,2,4.0,2.0,6,Partial,Yes,03-03-2001,Commercial,AllPub,Gravel,RM,2.1,3.6,4.7,3.59,818342,359272,19959560
P02162,Karapakkam,922,26-11-2011,182,1.0,1.0,3,Partial,Yes,06-12-1969,Commercial,NoSeWa,Paved,A,5.0,2.1,2.6,3.17,313044,79926,6660500
P04047,Adyar,676,17-11-2010,192,1.0,1.0,2,Partial,No,21-11-1992,House,NoSeWa,No Access,RL,3.3,2.7,2.5,2.78,194844,54800,6088870
P02452,Karapakkam,850,01-10-2011,114,1.0,1.0,2,Normal Sale,No,03-10-2003,Others,ELO,No Access,A,3.1,2.9,2.6,2.84,117538,67673,3561750
P00869,Anna Nagar,1739,07-06-2013,128,1.0,1.0,4,Partial,No,11-06-1998,Others,NoSeWa,Paved,RL,3.7,3.5,2.4,3.13,356719,242059,12739970
P05330,Chrompet,1237,16-03-2010,19,2.0,1.0,4,Family,No,18-03-2000,Commercial,NoSewr ,Paved,RH,3.3,4.1,3.2,3.59,413270,106650,13331300
P04841,Chrompet,1159,20-06-2010,90,1.0,1.0,3,Family,Yes,29-06-1974,House,ELO,Gravel,RH,4.3,3.3,2.6,3.39,253758,108754,9062800
P02907,Adyar,1197,01-07-2011,53,1.0,1.0,3,AdjLand,Yes,10-07-1973,House,NoSeWa,Paved,RL,2.7,3.3,3.4,3.17,339209,20558,10279070
P04352,Chrompet,1258,17-09-2010,78,2.0,1.0,4,Partial,No,24-09-1981,Others,ELO,No Access,RH,4.4,4.9,3.3,,230110,32873,8218210
P08140,Velachery,1716,10-04-2008,113,2.0,1.0,4,Family,No,22-04-1963,House,NoSewr ,Paved,I,4.4,3.5,2.8,3.52,264437,62220,7777550
P08395,Adyar,1278,16-01-2008,175,2.0,2.0,4,Partial,Yes,25-01-1971,House,NoSeWa,No Access,RL,4.9,4.5,2.3,3.52,321247,66139,9448455
P05535,Karapakkam,657,06-02-2010,24,1.0,1.0,2,AbNormal,Yes,09-02-1997,House,AllPub,Paved,C,4.4,2.4,3.5,3.44,207970,77989,5199250
P05478,Velachery,1514,17-02-2010,73,2.0,1.0,4,Normal Sale,Yes,24-02-1984,House,NoSewr ,Paved,A,2.6,5.0,2.7,3.71,301745,90523,7543620
P04438,Karapakkam,1431,30-08-2010,146,2.0,2.0,4,Partial,No,03-09-1995,Others,NoSeWa,Gravel,RH,4.3,2.0,4.5,3.69,293738,81594,8159375
P00419,Chrompet,1021,30-04-2014,159,1.0,1.0,3,AbNormal,Yes,02-05-2005,Others,NoSeWa,Paved,RH,4.9,4.7,2.1,3.98,298097,83840,9315520
P08610,T Nagar,1503,24-10-2007,64,1.0,1.0,4,Family,Yes,01-11-1972,Commercial,AllPub,Gravel,RH,4.0,4.6,2.6,3.52,575299,287650,17978100
P03392,Velachery,1963,03-04-2011,195,3.0,2.0,5,AbNormal,No,05-04-2002,House,NoSeWa,Paved,C,2.2,2.2,3.8,2.68,336842,103644,8636980
P00545,Chrompet,1085,19-01-2014,149,1.0,1.0,3,AbNormal,Yes,21-01-2008,Commercial,NoSewr ,Gravel,RL,2.8,3.8,4.6,,387815,100545,14363500
P05618,KK Nagar,1564,25-01-2010,49,2.0,1.0,4,AbNormal,No,28-01-1997,House,NoSeWa,Paved,RM,4.6,2.9,2.5,3.25,351406,180452,9497460
P01914,KK Nagar,1596,16-01-2012,93,2.0,1.0,4,Partial,Yes,23-01-1984,Commercial,AllPub,Paved,RH,3.3,3.5,2.8,3.16,418567,162026,13502160
P07980,Velachery,1892,02-06-2008,196,3.0,2.0,5,Family,No,15-06-1959,Others,ELO,Paved,RL,4.5,2.3,4.0,3.36,355144,101470,10146980
P05589,Chrompet,882,29-01-2010,40,1.0,1.0,3,AdjLand,No,30-01-2006,Others,NoSeWa,No Access,RM,2.5,2.4,4.2,2.97,285963,112652,8665540
P08869,Velachery,1889,17-07-2007,163,3.0,2.0,5,AdjLand,Yes,29-07-1957,Commercial,NoSewr ,Paved,I,3.4,4.6,3.0,3.82,464166,123778,15472200
P06314,Adyar,794,15-09-2009,75,1.0,1.0,2,Partial,No,23-09-1976,Commercial,NoSeWa,Gravel,RH,5.0,4.2,4.9,4.79,377944,132791,10214695
P07841,Chrompet,1159,16-07-2008,120,1.0,1.0,3,Partial,No,21-07-1988,House,AllPub,Paved,RH,2.4,3.8,4.8,3.68,208655,64202,8025200
P02951,Chrompet,774,24-06-2011,113,1.0,1.0,2,Partial,No,01-07-1980,House,ELO,Paved,RH,2.0,4.0,2.7,3.01,153386,76693,5899450
P04893,T Nagar,1779,09-06-2010,44,1.0,1.0,4,Family,No,14-06-1990,Others,ELO,No Access,RM,4.1,3.8,3.1,3.575,353193,235462,13081220
P03358,KK Nagar,1484,09-04-2011,54,2.0,1.0,4,Partial,Yes,15-04-1984,Other,NoSewr ,Gravel,RH,3.4,2.5,4.2,,302902,224733,9771020
P03342,T Nagar,1639,11-04-2011,42,1.0,1.0,4,Partial,No,18-04-1980,House,ELO,Gravel,RM,3.6,3.4,2.8,,337157,192661,12041320
P04570,Adyar,689,07-08-2010,98,1.0,1.0,2,Normal Sale,Yes,08-08-2005,Others,ELO,Paved,C,3.3,2.2,4.8,3.83,263958,55570,6946275
P02251,KK Nagar,1879,06-11-2011,45,3.0,2.0,5,AbNormal,No,10-11-1995,Others,AllPub,Paved,RM,2.6,4.2,2.6,3.08,515012,137336,11444700
P00599,Chrompet,1014,06-12-2013,112,1.0,1.0,3,AdjLand,No,08-12-2004,Commercial,NoSewr ,No Access,RH,4.9,4.9,4.1,4.66,344501,68900,11483350
P01170,Anna Nagar,1874,16-11-2012,10,2.0,1.0,5,Partial,Yes,23-11-1985,Others,AllPub,No Access,RM,2.6,3.2,4.9,3.67,467285,233643,14602660
P05679,Karapakkam,1559,13-01-2010,59,2.0,2.0,4,Normal Sale,No,17-01-1996,House,ELO,No Access,C,2.7,4.6,2.7,3.27,183968,74737,5749000
P07253,Chrompet,889,06-01-2009,133,1.0,1.0,3,Family,No,10-01-1994,Commercial,NoSeWa,Gravel,RM,4.2,4.7,2.8,3.98,400826,133609,12146250
P08101,Velachery,1894,26-04-2008,194,3.0,2.0,5,Partial,Yes,08-05-1961,Others,AllPub,No Access,C,2.9,2.7,3.7,3.05,329956,62424,8917740
P04766,KK Nagar,1868,03-07-2010,98,3.0,2.0,5,Partial,Yes,05-07-2001,Others,NoSewr ,Gravel,RH,2.0,2.6,2.4,2.34,374489,215615,11348140
P06895,KK Nagar,2392,26-04-2009,51,4.0,2.0,6,Partial,Yes,02-05-1987,House,NoSewr ,Gravel,RM,4.5,3.0,4.7,4.13,571171,106264,13283040
P00638,Chrompet,1051,14-11-2013,194,1.0,1.0,3,Normal Sale,Yes,24-11-1975,Commercial,AllPub,Gravel,RL,4.3,4.7,4.8,4.61,440195,233854,13756100
P08933,Adyar,1218,13-06-2007,51,2.0,2.0,4,Normal Sale,No,20-06-1977,Commercial,AllPub,No Access,I,4.7,3.9,3.3,3.84,377246,138323,12574850
P00868,T Nagar,1669,07-06-2013,193,1.0,1.0,4,Partial,No,10-06-2000,Others,NoSeWa,No Access,RL,3.4,4.6,4.8,4.33,324589,84153,12021830
P08037,KK Nagar,1478,15-05-2008,129,2.0,1.0,4,AdjLand,No,21-05-1984,House,NoSewr ,Gravel,RM,3.3,4.0,5.0,4.19,414915,182158,10119880
P06002,Karapakkam,1062,12-11-2009,116,1.0,1.0,3,Family,No,19-11-1980,Commercial,AllPub,Gravel,I,4.9,3.6,2.2,3.43,289138,166473,8761750
P01541,Karapakkam,1256,21-03-2012,67,1.0,1.0,3,Partial,No,26-03-1992,Others,ELO,Paved,C,2.5,5.0,3.3,3.57,259578,67716,5643000
P05164,Karapakkam,1696,16-04-2010,48,2.0,2.0,4,Normal Sale,No,26-04-1970,House,NoSewr ,No Access,RH,4.9,4.9,5.0,4.94,293724,57312,7164000
P08411,Chrompet,1170,10-01-2008,184,1.0,1.0,3,Partial,No,16-01-1983,Others,NoSeWa,Gravel,RH,3.0,4.7,4.0,3.98,294909,107240,8936650
P08070,KK Nagar,1974,05-05-2008,199,3.0,2.0,5,Partial,Yes,08-05-1999,Commercial,NoSewr ,Paved,RH,3.4,2.5,3.8,3.29,751181,367599,15982580
P09986,Velachery,1662,14-05-2004,15,2.0,1.0,4,Partial,No,25-05-1963,House,ELO,Paved,RH,4.1,2.5,2.8,2.99,306997,149563,7871720
P04192,Karapakkam,1196,19-10-2010,18,1.0,1.0,3,Normal Sale,Yes,31-10-1961,Other,ELO,Gravel,RH,3.3,4.2,3.9,3.81,350031,159105,7955250
P08659,T Nagar,1720,02-10-2007,187,1.0,1.0,4,Family,No,03-10-2000,House,NoSewr ,Paved,RH,3.9,3.6,2.3,3.105,388983,125848,11440690
P08300,KK Nagar,2374,23-02-2008,139,4.0,2.0,6,AbNormal,No,26-02-1994,House,NoSeWa,Gravel,RM,2.5,3.4,2.2,2.65,620324,99252,12406480
P02544,Karapakkam,1332,13-09-2011,120,1.0,1.0,3,Family,No,15-09-2003,House,NoSewr ,Paved,I,2.2,4.7,2.6,3.11,232668,155112,6463000
P00109,Chrompet,1257,07-12-2014,163,2.0,1.0,4,Normal Sale,No,16-12-1979,Commercial,NoSewr ,Paved,RL,4.7,2.5,5.0,3.91,413654,110308,13788450
P02794,Karapakkam,770,25-07-2011,131,1.0,1.0,2,Partial,Yes,06-08-1962,Commercial,NoSewr ,Paved,C,2.7,5.0,2.0,3.11,261857,114962,6386750
P03712,Karapakkam,1177,26-01-2011,77,1.0,1.0,3,Partial,No,31-01-1990,House,AllPub,No Access,RM,2.0,3.3,3.9,3.15,245499,56114,7014250
P00089,T Nagar,1942,20-12-2014,10,2.0,1.0,5,Family,No,29-12-1977,House,NoSeWa,Gravel,RH,4.6,3.1,2.9,,320599,61654,12330740
